time,swell_height,swell_period,swell_dir,sea_height,sea_period,sea_dir
2025-09-25 07:59,0.189,9.749,125.099,0.177,7.499,124.557
2025-09-25 09:00,0.175,9.509,125.023,0.167,7.499,124.606
2025-09-25 10:00,0.168,9.298,124.906,0.159,7.5,124.64
2025-09-25 10:59,0.17,9.177,124.741,0.152,7.5,124.664
2025-09-25 12:00,0.181,9.177,124.611,0.145,7.485,124.669
2025-09-25 13:00,0.194,9.671,124.524,0.138,7.446,124.656
2025-09-25 13:59,0.22,11.548,124.513,0.134,7.396,124.639
2025-09-25 15:00,0.259,13.069,124.509,0.138,7.36,124.626
2025-09-25 16:00,0.274,13.294,124.553,0.143,7.344,124.6
2025-09-25 16:59,0.263,13.176,124.651,0.143,7.343,124.574
2025-09-25 18:00,0.247,12.681,124.708,0.14,7.359,124.554
2025-09-25 19:00,0.229,12.165,124.75,0.136,7.382,124.535
2025-09-25 19:59,0.213,11.713,124.765,0.132,7.403,124.518
2025-09-25 21:00,0.2,11.354,124.762,0.127,7.42,124.506
2025-09-25 22:00,0.194,11.087,124.74,0.122,7.433,124.499
2025-09-25 22:59,0.186,10.86,124.734,0.116,7.442,124.497
2025-09-26 00:00,0.18,10.708,124.739,0.111,7.447,124.501
2025-09-26 01:00,0.169,10.62,124.789,0.106,7.453,124.511
2025-09-26 01:59,0.163,10.611,124.845,0.099,7.462,124.531
2025-09-26 03:00,0.154,10.584,124.93,0.092,7.472,124.562
2025-09-26 04:00,0.148,10.525,125.012,0.085,7.484,124.605
2025-09-26 04:59,0.145,10.437,125.055,0.078,7.502,124.662
2025-09-26 06:00,0.142,10.334,125.085,0.07,7.526,124.744
2025-09-26 07:00,0.135,10.227,125.117,0.063,7.548,124.852
2025-09-26 07:59,0.128,10.167,125.144,0.059,7.556,124.922
2025-09-26 09:00,0.125,10.146,125.131,0.057,7.551,124.943
2025-09-26 10:00,0.122,10.08,125.103,0.056,7.543,124.963
2025-09-26 10:59,0.121,9.949,125.039,0.056,7.527,124.984
2025-09-26 12:00,0.12,9.8,124.95,0.056,7.503,124.998
2025-09-26 13:00,0.121,9.707,124.851,0.056,7.489,125.012
2025-09-26 13:59,0.123,9.712,124.749,0.055,7.49,125.026
2025-09-26 15:00,0.125,9.8,124.665,0.053,7.486,125.029
2025-09-26 16:00,0.127,9.951,124.603,0.051,7.468,125.028
2025-09-26 16:59,0.131,10.151,124.567,0.05,7.445,125.022
2025-09-26 18:00,0.135,10.354,124.55,0.051,7.426,125.005
2025-09-26 19:00,0.137,10.511,124.552,0.051,7.411,124.981
2025-09-26 19:59,0.136,10.609,124.594,0.053,7.393,124.956
2025-09-26 21:00,0.135,10.674,124.633,0.053,7.377,124.936
2025-09-26 22:00,0.133,10.703,124.676,0.054,7.37,124.912
2025-09-26 22:59,0.13,10.725,124.721,0.055,7.378,124.896
2025-09-27 00:00,0.126,10.711,124.762,0.054,7.398,124.902
2025-09-27 01:00,0.124,10.674,124.803,0.056,7.418,124.902
2025-09-27 01:59,0.121,10.624,124.832,0.066,7.426,124.782
2025-09-27 03:00,0.105,10.573,124.856,0.101,7.427,124.291
2025-09-27 04:00,0.071,10.513,124.88,0.141,7.422,116.084
2025-09-27 04:59,0.063,10.443,124.892,0.15,7.432,113.031
2025-09-27 06:00,0.059,10.384,124.901,0.16,7.433,110.378
2025-09-27 07:00,0.053,10.345,124.909,0.18,7.405,104.995
2025-09-27 07:59,0.051,10.317,124.914,0.203,7.35,96.419
2025-09-27 09:00,0.052,10.293,124.91,0.216,7.311,94.084
2025-09-27 10:00,0.053,10.279,124.905,0.22,7.303,94.566
2025-09-27 10:59,0.053,10.273,124.903,0.217,7.322,96.273
2025-09-27 12:00,0.054,10.233,124.882,0.215,7.349,98.518
2025-09-27 13:00,0.054,10.181,124.874,0.212,7.375,100.356
2025-09-27 13:59,0.055,10.114,124.85,0.216,7.387,100.466
2025-09-27 15:00,0.054,10.062,124.821,0.233,7.374,96.026
2025-09-27 16:00,0.055,10.017,124.782,0.287,7.336,85.09
2025-09-27 16:59,0.068,9.976,124.749,0.424,7.272,73.383
2025-09-27 18:00,0.081,9.925,124.725,0.544,7.179,67.09
2025-09-27 19:00,0.083,9.879,124.73,0.579,7.15,66.795
2025-09-27 19:59,0.077,9.833,124.759,0.566,7.171,69.071
2025-09-27 21:00,0.068,9.782,124.806,0.528,7.167,73.083
2025-09-27 22:00,0.062,9.727,124.842,0.495,7.134,77.355
2025-09-27 22:59,0.061,9.661,124.838,0.488,7.101,79.664
2025-09-28 00:00,0.065,9.578,124.775,0.508,7.099,79.681
2025-09-28 01:00,0.075,9.487,124.673,0.548,7.131,77.795
2025-09-28 01:59,0.093,9.396,124.513,0.6,7.177,75.094
2025-09-28 03:00,0.12,9.313,124.304,0.654,7.22,72.114
2025-09-28 04:00,0.153,9.259,122.817,0.693,7.245,69.193
2025-09-28 04:59,0.181,9.239,121.325,0.715,7.246,66.589
2025-09-28 06:00,0.195,9.243,120.529,0.723,7.226,64.906
2025-09-28 07:00,0.197,9.263,120.32,0.725,7.185,64.402
2025-09-28 07:59,0.193,9.286,120.435,0.72,7.138,64.304
2025-09-28 09:00,0.189,9.297,120.482,0.713,7.096,64.395
2025-09-28 10:00,0.19,9.284,120.218,0.709,7.063,64.445
2025-09-28 10:59,0.205,9.233,119.186,0.714,7.058,64.298
2025-09-28 12:00,0.247,9.117,116.53,0.738,7.103,63.725
2025-09-28 13:00,0.326,8.918,111.737,0.775,7.184,63.078
2025-09-28 13:59,0.426,8.451,105.426,0.812,7.25,63.484
2025-09-28 15:00,0.507,8.38,95.789,0.848,7.285,64.585
2025-09-28 16:00,0.551,8.398,89.881,0.873,7.284,68.432
2025-09-28 16:59,0.566,8.433,88.028,0.888,7.254,76.367
2025-09-28 18:00,0.563,8.475,88.246,0.869,7.209,85.007
2025-09-28 19:00,0.549,8.527,90.812,0.827,7.153,87.565
2025-09-28 19:59,0.524,8.59,94.95,0.784,7.088,92.723
2025-09-28 21:00,0.476,8.755,101.592,0.734,6.982,97.243
2025-09-28 22:00,0.422,9.239,106.911,0.684,6.761,100.625
2025-09-28 22:59,0.366,9.856,110.779,0.633,6.481,102.572
2025-09-29 00:00,0.316,10.581,114.434,0.592,6.245,103.196
2025-09-29 01:00,0.275,11.498,117.504,0.561,6.113,104.239
2025-09-29 01:59,0.243,12.353,120.016,0.533,6.078,105.644
2025-09-29 03:00,0.221,12.66,121.67,0.513,6.102,106.928
2025-09-29 04:00,0.204,13.11,122.896,0.498,6.147,108.006
2025-09-29 04:59,0.191,13.405,123.789,0.48,6.218,109.374
2025-09-29 06:00,0.182,13.643,124.198,0.46,6.29,110.788
2025-09-29 07:00,0.177,13.836,124.262,0.447,6.306,111.312
2025-09-29 07:59,0.172,13.991,124.327,0.446,6.293,111.047
2025-09-29 09:00,0.168,14.016,124.361,0.452,6.272,110.393
2025-09-29 10:00,0.165,14.103,124.394,0.46,6.241,109.415
2025-09-29 10:59,0.16,14.143,124.448,0.469,6.198,108.256
2025-09-29 12:00,0.156,14.096,124.481,0.482,6.149,107.036
2025-09-29 13:00,0.154,14.008,124.505,0.493,6.104,105.999
2025-09-29 13:59,0.152,13.993,124.539,0.5,6.062,105.136
2025-09-29 15:00,0.15,13.895,124.564,0.507,6.006,104.065
2025-09-29 16:00,0.149,13.791,124.585,0.518,5.936,102.422
2025-09-29 16:59,0.148,13.705,124.605,0.531,5.876,100.754
2025-09-29 18:00,0.144,13.629,124.651,0.542,5.847,99.438
2025-09-29 19:00,0.141,13.567,124.69,0.552,5.842,98.244
2025-09-29 19:59,0.135,13.523,124.741,0.556,5.86,96.83
2025-09-29 21:00,0.129,13.474,124.793,0.556,5.889,95.572
2025-09-29 22:00,0.124,13.267,124.851,0.556,5.924,94.444
2025-09-29 22:59,0.119,13.031,124.906,0.558,5.962,93.398
2025-09-30 00:00,0.115,12.775,124.954,0.564,5.995,92.52
2025-09-30 01:00,0.114,12.689,125.001,0.575,6.038,91.878
2025-09-30 01:59,0.114,12.614,125.025,0.587,6.124,91.365
2025-09-30 03:00,0.112,12.536,125.059,0.595,6.25,91.16
2025-09-30 04:00,0.113,12.545,125.075,0.6,6.37,90.859
2025-09-30 04:59,0.113,12.704,125.098,0.597,6.454,90.448
2025-09-30 06:00,0.116,13.01,125.114,0.591,6.51,89.978
2025-09-30 07:00,0.118,13.339,125.139,0.585,6.548,89.366
2025-09-30 07:59,0.117,13.516,125.176,0.575,6.563,88.485
2025-09-30 09:00,0.113,13.542,125.209,0.571,6.55,86.877
2025-09-30 10:00,0.111,13.516,125.235,0.597,6.513,85.048
2025-09-30 10:59,0.113,13.354,125.251,0.673,6.418,84.778
2025-09-30 12:00,0.12,13.107,125.258,0.77,6.143,77.306
2025-09-30 13:00,0.127,12.88,125.254,0.841,5.821,71.305
2025-09-30 13:59,0.135,12.742,125.241,0.9,5.664,68.871
2025-09-30 15:00,0.144,12.656,125.231,0.981,5.592,67.19
2025-09-30 16:00,0.156,12.619,125.217,1.086,5.596,65.374
2025-09-30 16:59,0.167,12.592,125.197,1.188,5.663,63.641
2025-09-30 18:00,0.177,12.561,125.172,1.293,5.743,61.511
2025-09-30 19:00,0.187,12.519,125.144,1.41,5.819,59.079
2025-09-30 19:59,0.19,12.452,125.107,1.464,5.92,57.811
2025-09-30 21:00,0.189,12.348,125.06,1.465,6.01,57.751
2025-09-30 22:00,0.188,12.227,125.011,1.445,6.076,58.022
2025-09-30 22:59,0.19,12.105,124.958,1.43,6.153,57.861
2025-10-01 00:00,0.194,12.011,124.917,1.428,6.2,57.028
2025-10-01 01:00,0.195,11.935,124.882,1.408,6.223,56.717
2025-10-01 01:59,0.188,11.861,124.852,1.323,6.242,58.46
2025-10-01 03:00,0.18,11.791,124.828,1.226,6.259,60.325
2025-10-01 04:00,0.175,11.722,124.805,1.165,6.292,61.301
2025-10-01 04:59,0.175,11.659,124.781,1.127,6.348,61.658
2025-10-01 06:00,0.176,11.603,124.748,1.101,6.429,61.735
2025-10-01 07:00,0.181,11.546,124.705,1.086,6.538,61.652
2025-10-01 07:59,0.187,11.481,124.65,1.073,6.668,61.442
2025-10-01 09:00,0.196,11.402,124.586,1.069,6.816,61.061
2025-10-01 10:00,0.21,11.3,124.505,1.072,6.968,60.537
2025-10-01 10:59,0.234,11.147,124.383,1.077,7.076,59.959
2025-10-01 12:00,0.271,10.91,124.188,1.085,7.168,59.574
2025-10-01 13:00,0.335,10.558,122.346,1.093,7.249,59.345
2025-10-01 13:59,0.415,10.175,120.089,1.098,7.317,59.24
2025-10-01 15:00,0.526,9.881,116.827,1.093,7.369,59.201
2025-10-01 16:00,0.649,9.7,113.125,1.067,7.414,59.207
2025-10-01 16:59,0.761,9.59,109.561,1.032,7.45,59.231
2025-10-01 18:00,0.828,9.411,107.161,1.001,7.473,59.251
2025-10-01 19:00,0.833,9.349,107.192,0.985,7.484,59.267
2025-10-01 19:59,0.795,9.418,108.933,0.976,7.487,59.28
2025-10-01 21:00,0.745,9.527,110.944,0.969,7.485,59.318
2025-10-01 22:00,0.722,9.616,111.649,0.954,7.479,59.448
2025-10-01 22:59,0.735,9.697,111.142,0.944,7.478,59.695
2025-10-02 00:00,0.749,9.741,110.483,0.943,7.479,59.968
2025-10-02 01:00,0.728,9.824,111.129,0.953,7.48,60.418
2025-10-02 01:59,0.67,10.006,113.012,0.961,7.481,60.715
2025-10-02 03:00,0.591,10.286,115.637,0.957,7.481,60.835
2025-10-02 04:00,0.513,10.628,118.03,0.941,7.483,60.814
2025-10-02 04:59,0.44,10.991,120.16,0.919,7.485,60.618
2025-10-02 06:00,0.38,11.331,121.716,0.886,7.485,60.285
2025-10-02 07:00,0.335,11.569,122.852,0.855,7.483,59.981
2025-10-02 07:59,0.295,11.712,123.86,0.824,7.48,59.866
2025-10-02 09:00,0.265,11.686,124.263,0.795,7.477,59.806
2025-10-02 10:00,0.24,11.618,124.346,0.769,7.473,59.777
2025-10-02 10:59,0.22,11.513,124.409,0.746,7.468,59.768
2025-10-02 12:00,0.204,11.403,124.453,0.726,7.462,59.756
2025-10-02 13:00,0.191,11.314,124.491,0.71,7.455,59.728
2025-10-02 13:59,0.178,11.234,124.532,0.696,7.447,59.703
2025-10-02 15:00,0.165,11.164,124.568,0.677,7.435,59.652
2025-10-02 16:00,0.142,11.092,124.603,0.625,7.416,59.211
2025-10-02 16:59,0.055,11.026,124.62,0.238,7.329,50.859
2025-10-02 18:00,0.066,10.961,124.627,0.0,7.609,135.008
2025-10-02 19:00,0.033,10.892,124.625,0.0,7.115,134.564
2025-10-02 19:59,0.028,10.831,124.623,0.0,6.913,134.155
2025-10-02 21:00,0.022,10.776,124.628,0.0,6.824,133.95
2025-10-02 22:00,0.023,10.739,124.645,0.0,6.725,133.923
2025-10-02 22:59,0.023,10.703,124.664,0.001,6.478,133.624
2025-10-03 00:00,0.027,10.67,124.687,0.001,6.296,131.842
2025-10-03 01:00,0.035,10.63,124.706,0.003,6.397,129.802
2025-10-03 01:59,0.041,10.587,124.724,0.005,6.586,128.685
2025-10-03 03:00,0.05,10.541,124.738,0.008,6.7,128.001
2025-10-03 04:00,0.054,10.504,124.743,0.009,6.767,127.765
2025-10-03 04:59,0.058,10.479,124.748,0.011,6.79,127.548
2025-10-03 06:00,0.063,10.472,124.748,0.013,6.805,127.253
2025-10-03 07:00,0.063,10.488,124.765,0.013,6.798,127.218
2025-10-03 07:59,0.069,10.52,124.804,0.017,6.779,126.644
2025-10-03 09:00,0.075,10.551,124.875,0.021,6.774,126.023
2025-10-03 10:00,0.081,10.586,124.977,0.031,6.715,125.56
2025-10-03 10:59,0.091,10.68,125.097,0.053,6.65,125.16
2025-10-03 12:00,0.095,10.835,125.187,0.073,6.904,124.92
2025-10-03 13:00,0.102,10.991,125.231,0.076,7.173,124.845
2025-10-03 13:59,0.111,11.104,125.265,0.077,7.311,124.805
2025-10-03 15:00,0.118,11.169,125.305,0.078,7.427,124.756
2025-10-03 16:00,0.118,11.129,125.347,0.081,7.5,124.722
2025-10-03 16:59,0.112,10.987,125.387,0.084,7.499,124.684
2025-10-03 18:00,0.102,10.822,125.416,0.088,7.465,124.641
2025-10-03 19:00,0.096,10.69,125.415,0.09,7.444,124.615
2025-10-03 19:59,0.093,10.588,125.387,0.092,7.441,124.616
2025-10-03 21:00,0.093,10.529,125.344,0.092,7.437,124.637
2025-10-03 22:00,0.094,10.583,125.304,0.092,7.424,124.661
2025-10-03 22:59,0.097,10.724,125.267,0.093,7.396,124.681
2025-10-04 00:00,0.101,10.895,125.239,0.091,7.353,124.719
2025-10-04 01:00,0.111,11.23,125.224,0.088,7.311,124.826
2025-10-04 01:59,0.139,11.884,125.181,0.098,7.266,124.843
2025-10-04 03:00,0.194,12.165,125.115,0.107,7.203,124.812
2025-10-04 04:00,0.263,11.749,125.055,0.11,7.166,124.774
2025-10-04 04:59,0.303,11.2,125.036,0.146,7.377,124.57
2025-10-04 06:00,0.294,10.883,125.064,0.229,7.445,123.934
2025-10-04 07:00,0.27,10.708,125.117,0.261,7.442,123.637
2025-10-04 07:59,0.247,10.552,125.157,0.264,7.437,123.634
2025-10-04 09:00,0.224,10.401,125.191,0.26,7.438,123.709
2025-10-04 10:00,0.204,10.263,125.214,0.256,7.438,123.772
2025-10-04 10:59,0.189,10.122,125.215,0.253,7.435,123.804
2025-10-04 12:00,0.181,9.985,125.189,0.249,7.43,123.827
2025-10-04 13:00,0.175,9.865,125.16,0.243,7.428,123.866
2025-10-04 13:59,0.171,9.763,125.132,0.239,7.434,123.913
2025-10-04 15:00,0.169,9.675,125.099,0.235,7.444,123.959
2025-10-04 16:00,0.169,9.612,125.062,0.232,7.455,123.987
2025-10-04 16:59,0.173,9.605,125.021,0.23,7.464,124.013
2025-10-04 18:00,0.189,9.785,124.984,0.229,7.467,124.042
2025-10-04 19:00,0.213,10.15,124.964,0.229,7.465,124.058
2025-10-04 19:59,0.235,10.405,124.95,0.228,7.457,124.061
2025-10-04 21:00,0.25,10.522,124.939,0.227,7.447,124.056
2025-10-04 22:00,0.258,10.555,124.921,0.226,7.437,124.046
2025-10-04 22:59,0.258,10.522,124.905,0.224,7.424,124.034
2025-10-05 00:00,0.249,10.45,124.898,0.222,7.404,124.02
2025-10-05 01:00,0.235,10.358,124.899,0.219,7.383,124.013
2025-10-05 01:59,0.217,10.252,124.905,0.214,7.368,124.028
2025-10-05 03:00,0.2,10.123,124.907,0.208,7.367,124.061
2025-10-05 04:00,0.185,9.987,124.906,0.204,7.376,124.1
2025-10-05 04:59,0.172,9.861,124.898,0.201,7.388,124.142
2025-10-05 06:00,0.162,9.76,124.889,0.197,7.4,124.186
2025-10-05 07:00,0.154,9.679,124.875,0.194,7.409,124.22
2025-10-05 07:59,0.148,9.607,124.857,0.192,7.415,124.253
2025-10-05 09:00,0.144,9.541,124.835,0.191,7.422,124.093
2025-10-05 10:00,0.141,9.484,124.811,0.19,7.429,123.905
2025-10-05 10:59,0.139,9.433,124.783,0.19,7.436,123.709
2025-10-05 12:00,0.137,9.389,124.754,0.19,7.444,123.496
2025-10-05 13:00,0.137,9.352,124.729,0.19,7.453,123.277
2025-10-05 13:59,0.136,9.319,124.706,0.19,7.463,123.054
2025-10-05 15:00,0.136,9.289,124.681,0.19,7.472,122.811
2025-10-05 16:00,0.135,9.258,124.657,0.191,7.481,122.524
2025-10-05 16:59,0.134,9.226,124.632,0.197,7.487,121.95
2025-10-05 18:00,0.13,9.192,124.609,0.215,7.492,120.598
2025-10-05 19:00,0.126,9.152,124.586,0.235,7.496,119.104
2025-10-05 19:59,0.124,9.097,124.564,0.248,7.5,118.03
2025-10-05 21:00,0.122,9.042,124.542,0.261,7.503,116.948
2025-10-05 22:00,0.12,8.988,124.517,0.28,7.503,115.509
2025-10-05 22:59,0.117,8.934,124.494,0.304,7.498,113.683
2025-10-06 00:00,0.114,8.881,124.469,0.33,7.488,111.629
2025-10-06 01:00,0.111,8.832,124.444,0.358,7.471,109.495
2025-10-06 01:59,0.109,8.79,124.418,0.387,7.449,107.365
2025-10-06 04:00,0.107,8.757,124.391,0.415,7.425,105.233
2025-10-06 05:00,0.106,8.731,124.364,0.445,7.4,101.114
2025-10-06 05:59,0.104,8.71,124.335,0.486,7.375,95.143
2025-10-06 07:00,0.103,8.691,124.306,0.543,7.347,86.981
2025-10-06 08:00,0.103,8.673,124.276,0.594,7.323,84.947
2025-10-06 08:59,0.103,8.654,124.207,0.596,7.312,84.85
2025-10-06 10:00,0.103,8.637,123.928,0.567,7.312,84.97
2025-10-06 11:00,0.105,8.621,123.641,0.525,7.314,85.24
2025-10-06 11:59,0.107,8.608,123.341,0.494,7.309,88.287
2025-10-06 13:00,0.11,8.599,123.009,0.481,7.296,89.377
2025-10-06 14:00,0.111,8.594,122.645,0.476,7.281,89.289
2025-10-06 14:59,0.114,8.595,122.253,0.473,7.27,88.843
2025-10-06 16:00,0.116,8.6,121.835,0.472,7.258,89.178
2025-10-06 17:00,0.121,8.612,121.427,0.477,7.227,94.892
2025-10-06 17:59,0.129,8.63,120.994,0.507,7.073,106.091
2025-10-06 19:00,0.134,8.658,120.561,0.501,6.222,105.321
2025-10-06 20:00,0.142,8.698,120.295,0.495,5.464,105.47
2025-10-06 20:59,0.138,8.78,120.84,0.481,5.473,106.161
2025-10-06 22:00,0.107,8.989,124.303,0.459,5.807,107.503
2025-10-06 23:00,0.084,9.744,125.009,0.358,7.017,117.999
2025-10-06 23:59,0.09,10.181,125.349,0.288,7.346,121.602
2025-10-07 01:00,0.097,10.037,125.422,0.265,7.408,122.508
2025-10-07 02:00,0.101,9.927,125.405,0.256,7.421,122.691
2025-10-07 02:59,0.1,9.856,125.379,0.247,7.403,122.616
2025-10-07 04:00,0.095,9.809,125.367,0.239,7.388,122.522
2025-10-07 05:00,0.088,9.818,125.38,0.23,7.391,122.555
2025-10-07 05:59,0.082,9.856,125.415,0.22,7.405,122.71
2025-10-07 07:00,0.075,9.815,125.449,0.21,7.421,122.958
2025-10-07 08:00,0.07,9.682,125.461,0.201,7.432,123.225
2025-10-07 08:59,0.065,9.516,125.446,0.194,7.434,123.439
2025-10-07 10:00,0.062,9.357,125.412,0.191,7.429,123.553
2025-10-07 11:00,0.059,9.234,125.376,0.19,7.417,123.528
2025-10-07 11:59,0.058,9.135,125.336,0.193,7.398,123.287
2025-10-07 13:00,0.058,9.103,125.3,0.201,7.378,122.726
2025-10-07 14:00,0.057,9.18,125.266,0.218,7.354,121.582
2025-10-07 14:59,0.055,9.325,125.23,0.255,7.325,119.066
2025-10-07 16:00,0.054,9.501,125.182,0.327,7.29,114.031
2025-10-07 17:00,0.055,9.724,125.147,0.429,7.237,107.273
2025-10-07 17:59,0.057,10.033,125.132,0.483,7.167,103.172
2025-10-07 19:00,0.058,10.528,125.138,0.475,7.103,101.716
2025-10-07 20:00,0.06,11.329,125.181,0.451,7.029,101.464
2025-10-07 20:59,0.064,12.315,125.206,0.43,6.933,101.181
2025-10-07 22:00,0.066,12.988,125.223,0.415,6.792,99.896
2025-10-07 23:00,0.066,13.483,125.26,0.404,6.652,98.107
2025-10-07 23:59,0.062,13.327,125.309,0.391,6.546,96.401
2025-10-08 01:00,0.058,13.223,125.357,0.375,6.488,95.156
2025-10-08 02:00,0.053,13.004,125.408,0.355,6.467,94.347
2025-10-08 02:59,0.047,12.662,125.455,0.335,6.461,93.652
2025-10-08 04:00,0.043,12.285,125.472,0.321,6.46,92.898
2025-10-08 05:00,0.038,11.92,125.507,0.307,6.463,92.234
2025-10-08 05:59,0.035,11.597,125.549,0.296,6.474,91.54
2025-10-08 07:00,0.032,11.334,125.569,0.286,6.504,91.065
2025-10-08 08:00,0.029,11.084,125.585,0.274,6.563,91.01
2025-10-08 08:59,0.027,10.854,125.58,0.262,6.65,91.515
2025-10-08 10:00,0.025,10.68,125.585,0.247,6.766,92.743
2025-10-09 11:00,0.64,8.311,68.919,0.825,7.31,58.14
2025-10-09 11:59,0.724,8.382,63.207,0.835,7.382,58.242
2025-10-09 13:00,0.778,8.417,60.633,0.839,7.437,58.29
2025-10-09 14:00,0.796,8.43,60.203,0.836,7.464,58.269
2025-10-09 14:59,0.791,8.448,60.178,0.824,7.472,58.136
2025-10-09 16:00,0.771,8.458,60.157,0.807,7.471,57.52
2025-10-09 17:00,0.742,8.464,60.139,0.79,7.466,57.063
2025-10-09 17:59,0.71,8.485,60.129,0.771,7.454,56.876
2025-10-09 19:00,0.684,8.523,60.126,0.746,7.441,56.538
2025-10-09 20:00,0.663,8.55,60.124,0.718,7.433,56.178
2025-10-09 20:59,0.648,8.569,60.12,0.69,7.43,55.613
2025-10-09 22:00,0.642,8.595,60.118,0.674,7.425,55.379
2025-10-09 23:00,0.637,8.631,60.121,0.659,7.423,55.649
2025-10-09 23:59,0.631,8.634,60.111,0.642,7.424,56.024
2025-10-10 01:00,0.617,8.609,60.097,0.62,7.426,56.372
2025-10-10 02:00,0.6,8.584,60.086,0.599,7.426,56.503
2025-10-10 02:59,0.58,8.558,60.079,0.579,7.424,56.59
2025-10-10 04:00,0.56,8.538,60.076,0.566,7.423,56.668
2025-10-10 05:00,0.539,8.52,60.077,0.555,7.418,56.741
2025-10-10 05:59,0.518,8.508,60.083,0.546,7.41,56.835
2025-10-10 07:00,0.499,8.504,60.092,0.54,7.399,56.926
2025-10-10 08:00,0.48,8.493,60.101,0.537,7.384,57.012
2025-10-10 08:59,0.461,8.473,60.11,0.535,7.366,57.078
2025-10-10 10:00,0.442,8.435,60.121,0.538,7.341,57.218
2025-10-10 11:00,0.425,8.399,60.139,0.545,7.315,57.377
2025-10-10 11:59,0.408,8.368,60.158,0.552,7.286,57.526
2025-10-10 13:00,0.397,8.342,60.191,0.555,7.257,57.545
2025-10-10 14:00,0.388,8.319,61.62,0.56,7.226,57.414
2025-10-10 14:59,0.384,8.307,64.269,0.571,7.194,57.258
2025-10-10 16:00,0.383,8.306,68.063,0.587,7.168,57.266
2025-10-10 17:00,0.378,8.329,76.66,0.607,7.135,57.485
2025-10-10 17:59,0.357,8.352,84.858,0.636,7.09,58.036
2025-10-10 19:00,0.318,8.339,89.25,0.659,7.054,59.102
2025-10-10 20:00,0.291,8.332,94.4,0.672,7.028,60.739
2025-10-10 20:59,0.288,8.364,90.572,0.668,6.996,62.549
2025-10-10 22:00,0.291,8.425,85.336,0.653,6.938,63.749
2025-10-10 23:00,0.302,8.523,85.021,0.637,6.844,64.139
2025-10-10 23:59,0.326,8.689,83.371,0.623,6.77,63.892
2025-10-11 01:00,0.361,8.786,79.688,0.612,6.751,63.229
2025-10-11 02:00,0.389,8.712,74.633,0.609,6.873,62.184
2025-10-11 02:59,0.41,8.618,72.293,0.616,7.061,60.958
2025-10-11 04:00,0.421,8.664,73.338,0.622,7.147,59.909
2025-10-11 05:00,0.427,8.982,77.083,0.621,7.16,59.298
2025-10-11 05:59,0.427,9.685,81.304,0.617,7.154,58.792
2025-10-11 07:00,0.427,10.695,84.717,0.613,7.142,58.311
2025-10-11 08:00,0.426,12.111,88.375,0.613,7.118,57.844
2025-10-11 08:59,0.428,13.309,94.161,0.611,7.096,57.447
2025-10-11 10:00,0.433,14.98,100.743,0.617,7.079,57.144
2025-10-11 11:00,0.435,15.905,104.079,0.643,7.072,56.938
2025-10-11 11:59,0.437,16.308,107.107,0.672,7.066,56.785
2025-10-11 13:00,0.442,16.376,109.49,0.707,7.059,56.651
2025-10-11 14:00,0.455,16.408,111.239,0.743,7.05,56.533
2025-10-11 14:59,0.463,16.385,111.863,0.747,7.049,56.477
2025-10-11 16:00,0.485,16.326,111.796,0.752,7.069,56.554
2025-10-11 17:00,0.516,16.157,111.611,0.765,7.12,56.795
2025-10-11 17:59,0.544,15.647,110.18,0.764,7.19,57.123
2025-10-11 19:00,0.569,15.252,109.361,0.774,7.249,57.383
2025-10-11 20:00,0.588,14.948,108.822,0.787,7.286,57.526
2025-10-11 20:59,0.608,14.75,108.549,0.8,7.304,57.58
2025-10-11 22:00,0.627,14.607,108.293,0.81,7.319,57.637
2025-10-11 23:00,0.643,14.546,108.263,0.82,7.333,57.721
2025-10-11 23:59,0.646,14.554,108.915,0.833,7.35,57.82
2025-10-12 01:00,0.641,14.573,109.587,0.84,7.361,57.889
2025-10-12 02:00,0.639,14.62,110.311,0.848,7.369,57.947
2025-10-12 02:59,0.638,14.594,110.563,0.848,7.376,58.005
2025-10-12 04:00,0.641,14.517,110.651,0.848,7.382,58.07
2025-10-12 05:00,0.64,14.446,111.083,0.853,7.388,58.135
2025-10-12 05:59,0.633,14.372,111.536,0.854,7.397,58.207
2025-10-12 07:00,0.615,14.351,112.516,0.858,7.406,58.27
2025-10-12 08:00,0.601,14.312,113.188,0.857,7.411,58.324
2025-10-12 08:59,0.587,14.315,113.817,0.855,7.417,58.406
2025-10-12 10:00,0.575,14.385,114.338,0.851,7.423,58.526
2025-10-12 11:00,0.572,14.504,114.727,0.849,7.425,58.635
2025-10-12 11:59,0.568,14.555,114.838,0.84,7.416,58.705
2025-10-12 13:00,0.564,14.626,115.183,0.836,7.402,58.816
2025-10-12 14:00,0.555,14.687,115.56,0.836,7.391,59.087
2025-10-12 14:59,0.534,14.717,115.962,0.832,7.386,59.574
2025-10-12 16:00,0.509,14.759,116.364,0.821,7.38,60.353
2025-10-12 17:00,0.473,14.777,116.974,0.824,7.37,59.912
2025-10-12 17:59,0.472,14.82,117.56,0.529,7.282,46.035
2025-10-12 19:00,0.507,14.825,117.852,0.002,7.932,133.205
2025-10-12 20:00,0.263,14.857,118.431,0.57,7.323,76.124
2025-10-12 20:59,0.324,14.85,118.692,0.625,7.338,57.978
2025-10-12 22:00,0.388,14.853,119.217,0.678,7.345,55.515
2025-10-12 23:00,0.428,14.811,118.994,0.735,7.35,57.568
